접수연도,자치구코드,자치구명,법정동코드,법정동명,지번구분,지번구분명,본번,부번,건물명,계약일,물건금액(만원),건물면적(㎡),토지면적(㎡),층,권리구분,취소일,건축년도,건물용도,신고구분,신고한 개업공인중개사 시군구명,위도,경도
2023,11320,도봉구,10700,창동,1,대지,715,50,주웅주택,20230623,24000,81.8,57.7,2,,,1989,연립다세대,직거래,,127.0397565,37.65622006
2023,11320,도봉구,10500,쌍문동,1,대지,487,10,광진하이츠빌라,20230621,15700,37.49,21.92,1,,,1994,연립다세대,중개거래,서울 도봉구,127.0163256,37.65602577
2023,11320,도봉구,10500,쌍문동,1,대지,708,15,우암하이츠빌라,20230620,20000,59.69,25.02,2,,,1996,연립다세대,직거래,,127.0400694,37.66157219
2023,11320,도봉구,10700,창동,1,대지,659,29,삼성쉐르빌퍼스티,20230620,17000,33.59,46.11,8,,,2004,오피스텔,직거래,,127.0356653,37.64895707
2023,11320,도봉구,10800,도봉동,1,대지,562,10,동성빌라,20230617,6400,33.8,22.8,-1,,,1991,연립다세대,중개거래,서울 도봉구,127.045633,37.68373822
2023,11320,도봉구,10600,방학동,1,대지,692,14,(692-14),20230617,7000,34.96,15.79,-1,,,1996,연립다세대,중개거래,서울 도봉구,127.0348813,37.66298741
2023,11320,도봉구,10800,도봉동,1,대지,30,1,한신,20230617,54000,84.94,0,17,,,1995,아파트,중개거래,"경기 의정부시, 서울 도봉구",127.0478108,37.68627805
2023,11320,도봉구,10500,쌍문동,1,대지,532,3,아임빌,20230616,23600,39.62,31.64,2,,,2019,연립다세대,직거래,,127.0161795,37.65906525
2023,11320,도봉구,10800,도봉동,1,대지,556,80,성우빌라트,20230616,21000,63.52,28.35,2,,,2001,연립다세대,중개거래,서울 도봉구,127.0429884,37.68670789
2023,11320,도봉구,10800,도봉동,1,대지,618,22,골든빌,20230615,18000,32.06,23.13,2,,,2015,연립다세대,중개거래,서울 노원구,127.0428379,37.67284246
2023,11320,도봉구,10800,도봉동,1,대지,579,15,화진그린빌라,20230614,17000,55.59,44.17,3,,,1988,연립다세대,중개거래,서울 도봉구,127.0429743,37.68269307
2023,11320,도봉구,10800,도봉동,1,대지,557,10,(557-10),20230614,11500,40.26,29.4,1,,,1991,연립다세대,중개거래,서울 도봉구,127.0447571,37.68713962
2023,11320,도봉구,10800,도봉동,1,대지,579,15,화진그린빌라,20230613,18000,55.59,44.17,3,,,1988,연립다세대,중개거래,서울 도봉구,127.0429743,37.68269307
2023,11320,도봉구,10800,도봉동,1,대지,30,1,한신,20230613,45000,84.94,0,6,,20230613,1995,아파트,직거래,,127.0478108,37.68627805
2023,11320,도봉구,10600,방학동,1,대지,444,31,대원그린아파트,20230613,28000,46.86,0,9,,,1987,아파트,중개거래,서울 도봉구,127.028332,37.66249874
2023,11320,도봉구,10500,쌍문동,1,대지,494,8,금성빌라(494-8),20230612,17500,39.69,17.52,2,,,1993,연립다세대,중개거래,서울 도봉구,127.0149452,37.65784218
2023,11320,도봉구,10800,도봉동,1,대지,605,6,동훈파크빌8차,20230612,15900,48.74,26.86,3,,,2001,연립다세대,중개거래,서울 도봉구,127.0415838,37.67347252
2023,11320,도봉구,10800,도봉동,1,대지,30,1,한신,20230612,45000,84.94,0,6,,,1995,아파트,직거래,,127.0478108,37.68627805
2023,11320,도봉구,10800,도봉동,1,대지,586,20,장미2,20230612,11000,34.96,21.47,2,,,1987,연립다세대,중개거래,서울 도봉구,127.0419835,37.680464
2023,11320,도봉구,10800,도봉동,1,대지,573,8,현대빌라(573-8),20230610,15000,53.11,38.67,1,,,1986,연립다세대,중개거래,서울 도봉구,127.0413168,37.6855935
2023,11320,도봉구,10700,창동,1,대지,609,32,은행빌라6차,20230610,14200,39.93,19.26,4,,,1993,연립다세대,중개거래,"경북 포항북구, 서울 도봉구",127.0407121,37.64479682
2023,11320,도봉구,10700,창동,1,대지,659,29,삼성쉐르빌퍼스티,20230610,16500,33.59,46.11,6,,,2004,오피스텔,중개거래,서울 도봉구,127.0356653,37.64895707
2023,11320,도봉구,10500,쌍문동,1,대지,13,2,대웅,20230609,27000,55.5,0,1,,,1989,아파트,중개거래,"서울 도봉구, 서울 성북구",127.0352124,37.66017093
2023,11320,도봉구,10600,방학동,1,대지,271,1,신동아아파트1,20230609,45000,70.62,0,9,,,1986,아파트,중개거래,서울 도봉구,127.026726,37.66093445
2023,11320,도봉구,10800,도봉동,1,대지,62,43,도봉 투웨니퍼스트 2단지,20230608,18700,29.66,38.51,7,,,null,오피스텔,중개거래,서울 도봉구,127.0480816,37.68259051
2023,11320,도봉구,10700,창동,1,대지,628,10,성우스타팰리스(104동),20230608,25000,49.01,23.3,6,,,2012,연립다세대,중개거래,서울 강북구,127.0351699,37.64465909
2023,11320,도봉구,10500,쌍문동,1,대지,57,7,이도아트빌라(57-7),20230607,24000,52.83,23.81,2,,,1997,연립다세대,직거래,,127.036724,37.65646819
2023,11320,도봉구,10600,방학동,1,대지,632,17,한신연립B동,20230606,8200,46.15,19.52,-1,,,1995,연립다세대,중개거래,서울 도봉구,127.0334274,37.6650905
2023,11320,도봉구,10500,쌍문동,1,대지,512,17,동양아파텔,20230605,27000,70.7,40.53,3,,,2004,연립다세대,중개거래,"서울 노원구, 서울 도봉구",127.014382,37.65930959
2023,11320,도봉구,10700,창동,1,대지,635,31,TheH2차,20230605,38000,24.56,33.15,7,,,2020,연립다세대,중개거래,서울 서초구,127.0345062,37.64210868
2023,11320,도봉구,10500,쌍문동,1,대지,707,1,미소지움,20230605,56500,58.06,32.88,6,,,2022,연립다세대,직거래,,127.0374247,37.65516454
2023,11320,도봉구,10700,창동,1,대지,632,29,대원쉐르빌11차,20230605,33000,47.35,23.33,6,,,2019,연립다세대,직거래,,127.0360171,37.64150636
2023,11320,도봉구,10700,창동,1,대지,743,15,성원상떼빌,20230605,54800,59.75,0,10,,,2001,아파트,중개거래,서울 도봉구,127.0490269,37.66113207
2023,11320,도봉구,10800,도봉동,1,대지,586,4,이화빌라,20230604,13000,50.4,35.9,1,,,1988,연립다세대,중개거래,서울 도봉구,127.0419835,37.680464
2023,11320,도봉구,10500,쌍문동,1,대지,422,132,태영하이츠빌(422-132),20230603,15700,50.85,28.73,4,,,2006,연립다세대,중개거래,서울 강북구,127.0141845,37.65125945
2023,11320,도봉구,10800,도봉동,1,대지,558,27,동일맨션(558-27),20230603,19500,59.92,25.91,2,,,2000,연립다세대,중개거래,"서울 노원구, 서울 도봉구",127.0439843,37.68635789
2023,11320,도봉구,10800,도봉동,1,대지,625,114,정남하이츠빌,20230603,29000,55.95,33.69,5,,,2019,연립다세대,중개거래,서울 도봉구,127.0452323,37.67591166
2023,11320,도봉구,10700,창동,1,대지,296,51,미성B,20230602,13000,53.82,22.09,-1,,,1991,연립다세대,중개거래,경기 파주시,127.0414076,37.65570152
2023,11320,도봉구,10500,쌍문동,1,대지,349,14,삼성월드빌,20230601,20200,50.48,36.36,2,,,2003,연립다세대,중개거래,서울 도봉구,127.0254409,37.64886246
2023,11320,도봉구,10700,창동,1,대지,263,20,성진빌라,20230601,20000,39.78,23,2,,,2003,연립다세대,중개거래,서울 도봉구,127.044371,37.65469781
2023,11320,도봉구,10600,방학동,1,대지,715,9,평산빌라트,20230601,28000,88.53,42.13,3,,,1994,연립다세대,중개거래,서울 도봉구,127.044727,37.66581904
2023,11320,도봉구,10700,창동,1,대지,528,53,팰리스파크,20230601,27800,35.84,20.94,5,,,2015,연립다세대,중개거래,서울 도봉구,127.0393643,37.63586416
2023,11320,도봉구,10800,도봉동,1,대지,81,1,극동,20230531,47900,84.83,0,12,,,1991,아파트,중개거래,서울 도봉구,127.0496309,37.68245036
2023,11320,도봉구,10600,방학동,1,대지,701,15,거성학마을아파트,20230531,50000,59.99,0,16,,,1994,아파트,중개거래,"서울 강북구, 서울 도봉구",127.0385874,37.666426
2023,11320,도봉구,10600,방학동,1,대지,720,1,대상타운현대아파트,20230531,60000,60,0,2,,,2001,아파트,중개거래,서울 도봉구,127.0470895,37.66868093
2023,11320,도봉구,10600,방학동,1,대지,720,1,대상타운현대아파트,20230531,58000,60,0,3,,,2001,아파트,중개거래,서울 도봉구,127.0470895,37.66868093
2023,11320,도봉구,10700,창동,1,대지,691,18,금성빌라18,20230531,18500,41.31,31.02,2,,,1990,연립다세대,중개거래,서울 도봉구,127.0398701,37.65184261
2023,11320,도봉구,10800,도봉동,1,대지,62,43,도봉 투웨니퍼스트 2단지,20230530,18000,29.66,38.51,7,,,null,오피스텔,중개거래,서울 도봉구,127.0480816,37.68259051
2023,11320,도봉구,10800,도봉동,1,대지,596,12,리치하우스,20230530,19500,29.91,14.04,4,,,2017,연립다세대,직거래,,127.0438236,37.67788023
2023,11350,노원구,10600,중계동,1,대지,358,2,주공4,20230623,42500,45.77,0,15,,,1991,아파트,중개거래,서울 노원구,127.0763914,37.65670564
2023,11350,노원구,10600,중계동,1,대지,502,1,중계그린1단지,20230617,52000,49.5,0,11,,,1990,아파트,중개거래,서울 노원구,127.0627817,37.64366769
2023,11350,노원구,10500,상계동,1,대지,138,166,화이트빌,20230616,33000,49.06,29.23,4,,,2016,연립다세대,중개거래,서울 노원구,127.0718128,37.66507766
2023,11350,노원구,10600,중계동,1,대지,358,2,주공4,20230613,42000,45.77,0,8,,,1991,아파트,중개거래,서울 노원구,127.0763914,37.65670564
2023,11350,노원구,10500,상계동,1,대지,1016,11,드림타운(1016-11),20230610,22000,58.99,34.27,5,,,2012,연립다세대,중개거래,서울 노원구,127.0579508,37.67357738
2023,11350,노원구,10500,상계동,1,대지,749,5,상계주공4(고층),20230609,43000,41.3,0,9,,,1988,아파트,중개거래,서울 노원구,127.0617845,37.6512719
2023,11350,노원구,10600,중계동,1,대지,360,15,건영3,20230609,105500,84.9,0,13,,,1995,아파트,중개거래,서울 노원구,127.0729275,37.65064081
2023,11350,노원구,10600,중계동,1,대지,502,1,중계그린1단지,20230608,46000,39.78,0,14,,,1990,아파트,중개거래,"서울 광진구, 서울 노원구",127.0627817,37.64366769
2023,11350,노원구,10600,중계동,1,대지,502,1,중계그린1단지,20230608,47000,39.91,0,13,,,1990,아파트,중개거래,서울 노원구,127.0627817,37.64366769
2023,11350,노원구,10600,중계동,1,대지,502,1,중계그린1단지,20230607,52000,49.5,0,10,,,1990,아파트,중개거래,서울 노원구,127.0627817,37.64366769
2023,11350,노원구,10600,중계동,1,대지,515,2,건영2,20230607,62000,75.02,0,1,,,1991,아파트,중개거래,"서울 노원구, 서울 도봉구",127.0683495,37.64874172
2023,11350,노원구,10600,중계동,1,대지,515,2,건영2,20230607,60000,75.02,0,2,,,1991,아파트,중개거래,서울 노원구,127.0683495,37.64874172
2023,11350,노원구,10500,상계동,1,대지,1380,11,가토빌라(1380-11),20230605,40800,75.33,41.31,3,,,1993,연립다세대,중개거래,서울 노원구,127.0794367,37.67245332
2023,11350,노원구,10500,상계동,1,대지,730,2,상계주공3(고층),20230605,50000,58.01,0,1,,,1987,아파트,직거래,,127.0604464,37.65319229
2023,11350,노원구,10400,하계동,1,대지,61,28,설악빌라트,20230605,16000,45.12,27.11,3,,,2005,연립다세대,중개거래,서울 노원구,127.0745568,37.63686285
2023,11350,노원구,10400,하계동,1,대지,65,25,대진하이츠빌1동,20230605,30000,73.04,38.6,2,,,2002,연립다세대,중개거래,서울 노원구,127.0780826,37.63675556
2023,11350,노원구,10600,중계동,1,대지,360,15,건영3,20230603,92000,84.9,0,1,,,1995,아파트,중개거래,서울 노원구,127.0729275,37.65064081
2023,11350,노원구,10600,중계동,1,대지,363,1,주공7,20230603,43500,44.1,0,13,,,1993,아파트,중개거래,서울 노원구,127.0778271,37.64717142
2023,11350,노원구,10600,중계동,1,대지,360,15,건영3,20230602,106000,84.9,0,10,,,1995,아파트,중개거래,"서울 노원구, 서울 도봉구",127.0729275,37.65064081
2023,11350,노원구,10600,중계동,1,대지,359,1,주공5,20230602,69300,58.46,0,8,,,1992,아파트,중개거래,서울 노원구,127.0749002,37.65401118
2023,11350,노원구,10600,중계동,1,대지,363,1,주공7,20230602,40000,44.1,0,2,,,1993,아파트,직거래,,127.0778271,37.64717142
2023,11350,노원구,10300,공릉동,1,대지,670,7,67디벨리움,20230602,16300,17.27,0,11,,20230605,2016,아파트,직거래,,127.0756709,37.61858751
2023,11350,노원구,10600,중계동,1,대지,360,2,청구3,20230602,106750,84.77,0,3,,,1996,아파트,중개거래,서울 노원구,127.0729275,37.65064081
2023,11350,노원구,10600,중계동,1,대지,502,1,중계그린1단지,20230601,59500,59.22,0,9,,,1990,아파트,중개거래,서울 노원구,127.0627817,37.64366769
2023,11350,노원구,10500,상계동,1,대지,749,5,상계주공4(고층),20230531,59900,58.01,0,13,,,1988,아파트,중개거래,서울 노원구,127.0617845,37.6512719
2023,11350,노원구,10200,월계동,1,대지,475,28,두나빌라A동,20230531,23250,50.64,26.01,2,,,1993,연립다세대,중개거래,서울 노원구,127.0584829,37.61783659
2023,11350,노원구,10300,공릉동,1,대지,506,4,신화리치빌,20230531,8000,42.63,21.55,5,,,2002,연립다세대,직거래,,127.0767218,37.62528126
2023,11350,노원구,10500,상계동,1,대지,109,48,불암빌라다동,20230531,32000,54.42,40.6,2,,,1986,연립다세대,중개거래,서울 노원구,127.0799379,37.6687833
2023,11350,노원구,10300,공릉동,1,대지,559,10,은혜하이츠빌라,20230531,14600,36.23,18.98,1,,,1991,연립다세대,중개거래,서울 노원구,127.0769734,37.62448031
2023,11350,노원구,10500,상계동,1,대지,72,135,영팔안동숲,20230530,30000,37.68,22.63,3,,,2019,연립다세대,중개거래,서울 노원구,127.0831618,37.66911372
2023,11350,노원구,10400,하계동,1,대지,271,3,벽산,20230530,55000,57.71,0,12,,,1988,아파트,중개거래,서울 노원구,127.0641714,37.63730494
2023,11350,노원구,10500,상계동,1,대지,95,3,노원 롯데캐슬 시그니처,20230530,69000,60,0,20,분양권,,0,아파트,중개거래,서울 노원구,127.078248,37.66575938
2023,11350,노원구,10400,하계동,1,대지,271,3,건영,20230530,49700,53.14,0,4,,,1988,아파트,중개거래,서울 노원구,127.0641714,37.63730494
2023,11350,노원구,10500,상계동,1,대지,1358,12,대진빌라,20230530,29400,38.96,24.17,1,,,1990,연립다세대,중개거래,서울 노원구,127.0835292,37.675129
2023,11350,노원구,10600,중계동,1,대지,360,2,청구3,20230527,97000,84.77,0,1,,,1996,아파트,중개거래,서울 노원구,127.0729275,37.65064081
2023,11350,노원구,10500,상계동,1,대지,1386,10,초원빌라2차,20230527,36000,63.63,31.6,-1,,,1997,연립다세대,중개거래,서울 노원구,127.0787147,37.67131457
2023,11350,노원구,10600,중계동,1,대지,360,15,건영3,20230527,103000,84.9,0,6,,,1995,아파트,중개거래,서울 노원구,127.0729275,37.65064081
2023,11350,노원구,10500,상계동,1,대지,734,3,노빌리안골드,20230527,13500,27.58,39.94,8,,,2004,오피스텔,중개거래,서울 노원구,127.0578829,37.65343942
2023,11350,노원구,10300,공릉동,1,대지,366,32,우성빌라B동,20230526,5500,26.34,14.91,-1,,,1991,연립다세대,중개거래,서울 노원구,127.0734495,37.62899384
2023,11350,노원구,10400,하계동,1,대지,256,5,한신동성,20230526,96000,138.29,0,3,,,1993,아파트,중개거래,서울 노원구,127.0743549,37.64307608
2023,11350,노원구,10600,중계동,1,대지,359,1,주공5,20230526,44900,44.52,0,1,,,1992,아파트,중개거래,서울 노원구,127.0749002,37.65401118
2023,11350,노원구,10600,중계동,1,대지,360,15,건영3,20230526,97000,84.9,0,6,,,1995,아파트,중개거래,서울 노원구,127.0729275,37.65064081
2023,11350,노원구,10600,중계동,1,대지,361,1,롯데우성,20230526,105000,101.88,0,12,,,1993,아파트,중개거래,서울 노원구,127.0711459,37.64639892
2023,11350,노원구,10500,상계동,1,대지,1016,2,드림타운(1016-2),20230525,23500,58.04,33.18,4,,,2012,연립다세대,중개거래,서울 노원구,127.0579508,37.67357738
2023,11350,노원구,10200,월계동,1,대지,322,1,성원(사슴4),20230525,42500,49.92,0,2,,,1995,아파트,중개거래,서울 노원구,127.0620433,37.62995767
2023,11350,노원구,10600,중계동,1,대지,360,15,건영3,20230525,99700,84.9,0,8,,,1995,아파트,중개거래,서울 노원구,127.0729275,37.65064081
2023,11350,노원구,10600,중계동,1,대지,502,1,중계그린1단지,20230525,60000,59.22,0,8,,,1990,아파트,중개거래,서울 노원구,127.0627817,37.64366769
2023,11350,노원구,10200,월계동,1,대지,907,8,하박아트빌라,20230524,15000,35.99,16.8,4,,,1992,연립다세대,중개거래,서울 노원구,127.0438643,37.6324776
2023,11350,노원구,10300,공릉동,1,대지,597,18,중앙연립,20230524,18700,39.55,20.8,3,,,1986,연립다세대,중개거래,서울 노원구,127.0738782,37.6207939
2023,11350,노원구,10600,중계동,1,대지,359,1,주공5,20230524,40500,38.64,0,2,,,1992,아파트,중개거래,서울 노원구,127.0749002,37.65401118
2023,11260,중랑구,10500,망우동,1,대지,508,2,효성 써너스빌 에코,20230619,10750,18.5,26.81,15,,,2016,오피스텔,중개거래,서울 중랑구,127.0945957,37.59719079
2023,11260,중랑구,10100,면목동,1,대지,143,36,신흥뜨란채,20230617,30000,41.24,25.37,5,,,2015,연립다세대,중개거래,서울 중랑구,127.0816237,37.59091121
2023,11260,중랑구,10100,면목동,1,대지,179,34,제이렉스빌,20230617,39800,48.24,30,2,,,2021,연립다세대,중개거래,서울 중랑구,127.0797607,37.58906237
2023,11260,중랑구,10200,상봉동,1,대지,101,19,상봉베스트원,20230616,21700,18.05,0,8,,,2019,아파트,중개거래,서울 중랑구,127.0875342,37.59648613
2023,11260,중랑구,10300,중화동,1,대지,274,25,동영캐슬B동,20230613,23000,28.58,24.03,2,,20230615,2016,연립다세대,중개거래,서울 강남구,127.0833254,37.60628162
2023,11260,중랑구,10100,면목동,1,대지,139,39,유일빌리지,20230612,35000,42.77,26.45,6,,,2016,연립다세대,직거래,,127.0840316,37.58897198
2023,11260,중랑구,10300,중화동,1,대지,321,65,점보연립(321-65),20230612,12500,38.02,29,2,,,1975,연립다세대,중개거래,서울 중랑구,127.0747432,37.59648608
2023,11260,중랑구,10100,면목동,1,대지,651,43,해피뜨래,20230612,24500,25.5,16.48,6,,,2019,연립다세대,중개거래,서울 중랑구,127.0860365,37.57980516
2023,11260,중랑구,10600,신내동,1,대지,450,1,신내아트빌,20230609,60500,119.59,0,5,,,1997,아파트,중개거래,서울 중랑구,127.0982777,37.60517786
2023,11260,중랑구,10100,면목동,1,대지,651,22,리더스빌,20230609,33700,43.08,26.82,2,,,2014,연립다세대,중개거래,서울 중랑구,127.0860365,37.57980516
2023,11260,중랑구,10200,상봉동,1,대지,284,11,동일스카이시티101동,20230609,43500,62.72,0,4,,,2009,아파트,중개거래,서울 중랑구,127.0895674,37.60106786
2023,11260,중랑구,10100,면목동,1,대지,69,21,69-21,20230609,33000,29.34,19.87,3,,,2018,연립다세대,중개거래,서울 중랑구,127.0936057,37.5871467
2023,11260,중랑구,10600,신내동,1,대지,410,53,신일빌라,20230608,30000,45.27,54.39,3,,,1989,연립다세대,직거래,,127.0992454,37.6067534
2023,11260,중랑구,10400,묵동,1,대지,235,56,MH파크빌(235-56),20230608,22500,37.96,23.02,2,,,2016,연립다세대,중개거래,서울 중랑구,127.0751146,37.61476578
2023,11260,중랑구,10100,면목동,1,대지,132,60,(132-60),20230607,12000,52.38,37.57,-1,,,1992,연립다세대,직거래,,127.0857038,37.59225474
2023,11260,중랑구,10100,면목동,1,대지,174,98,우성쉐르빌,20230607,34500,40.02,26.53,4,,,2016,연립다세대,중개거래,서울 중랑구,127.0779274,37.58597385
2023,11260,중랑구,10100,면목동,1,대지,156,16,현진에버빌,20230607,29800,29.77,21.1,4,,,2018,연립다세대,중개거래,서울 중랑구,127.0829642,37.58463167
2023,11260,중랑구,10400,묵동,1,대지,122,55,로얄,20230607,33000,55.44,0,2,,,2004,아파트,중개거래,서울 중랑구,127.0816554,37.61098609
2023,11260,중랑구,10100,면목동,1,대지,158,5,청운명가(158-5),20230607,27000,42.11,26.34,6,,,2017,연립다세대,직거래,,127.0818859,37.58468256
2023,11260,중랑구,10100,면목동,1,대지,542,7,성진쉐르빌(2019),20230607,37000,28.58,17.54,6,,,2019,연립다세대,중개거래,서울 용산구,127.0850017,37.58671519
2023,11260,중랑구,10100,면목동,1,대지,69,41,(69-41),20230606,26000,17.59,17.77,2,,,2021,연립다세대,중개거래,서울 중랑구,127.0936057,37.5871467
2023,11260,중랑구,10500,망우동,1,대지,202,10,현대아트빌,20230606,25600,47.88,31.09,3,,,1994,연립다세대,중개거래,서울 중랑구,127.1036736,37.60023159
2023,11260,중랑구,10100,면목동,1,대지,185,132,황지클래스,20230605,33000,61.97,29.81,5,,,2012,연립다세대,중개거래,서울 중랑구,127.0767858,37.5923553
2023,11260,중랑구,10600,신내동,1,대지,493,148,(493-148),20230605,32500,29.82,19.78,6,,,2023,연립다세대,직거래,,127.0996568,37.60192806
2023,11260,중랑구,10100,면목동,1,대지,540,6,벨라리움,20230603,43500,43.97,27.46,4,,,2019,연립다세대,중개거래,서울 중랑구,127.0846833,37.58720273
2023,11260,중랑구,10200,상봉동,1,대지,121,9,대성쉐르빌(121-9),20230603,25000,28.31,19.38,5,,,2015,연립다세대,중개거래,서울 중랑구,127.0830741,37.59435132
2023,11260,중랑구,10100,면목동,1,대지,371,1,성진타운,20230603,35000,64.68,36.8,3,,,2001,연립다세대,중개거래,서울 중랑구,127.0871613,37.5755599
2023,11260,중랑구,10100,면목동,1,대지,175,42,다원슈슈빌,20230602,25000,29.92,18.56,2,,,2014,연립다세대,중개거래,서울 중랑구,127.0795906,37.58632809
2023,11260,중랑구,10400,묵동,1,대지,170,1,묵동자이(2단지),20230601,105000,101.9,0,34,,,2010,아파트,중개거래,서울 중랑구,127.0775127,37.61380868
2023,11260,중랑구,10100,면목동,1,대지,179,12,미소빌리지(179-12),20230601,32000,41.19,27.03,2,,,2015,연립다세대,중개거래,서울 중랑구,127.0797607,37.58906237
2023,11260,중랑구,10300,중화동,1,대지,321,65,점보연립(321-65),20230601,15000,38.02,29,1,,,1975,연립다세대,직거래,,127.0747432,37.59648608
2023,11260,중랑구,10500,망우동,1,대지,514,29,타임아트빌,20230531,37000,54.93,30,3,,,2022,연립다세대,직거래,,127.0960238,37.59584237
2023,11260,중랑구,10400,묵동,1,대지,236,17,에코펠리스,20230531,28500,39.79,24.3,4,,,2016,연립다세대,직거래,,127.0737065,37.61246747
2023,11260,중랑구,10300,중화동,1,대지,103,3,모아빌,20230530,22900,50.63,27.79,5,,,2002,연립다세대,직거래,,127.0807986,37.60239766
2023,11260,중랑구,10300,중화동,1,대지,103,3,모아빌,20230530,26300,56.87,31.24,4,,,2002,연립다세대,직거래,,127.0807986,37.60239766
2023,11260,중랑구,10200,상봉동,1,대지,279,36,펠리체빌2차,20230529,32900,54.93,30.6,3,,,2012,연립다세대,중개거래,서울 중랑구,127.0909688,37.6006973
2023,11260,중랑구,10100,면목동,1,대지,191,133,동원쉐르빌(103동),20230529,44300,77.74,52.72,2,,,2003,연립다세대,중개거래,서울 중랑구,127.0753558,37.59081418
2023,11260,중랑구,10400,묵동,1,대지,298,2,본클라쎄에스(298-2),20230527,32000,48.67,28.9,3,,,2014,연립다세대,중개거래,서울 중랑구,127.0798302,37.61478533
2023,11260,중랑구,10100,면목동,1,대지,96,18,그랑아트빌,20230527,44500,67.71,42.21,2,,,2005,연립다세대,중개거래,서울 중랑구,127.0917845,37.5917221
2023,11260,중랑구,10100,면목동,1,대지,66,40,베아트리스102동,20230527,58000,54.24,36.3,2,,,2022,연립다세대,직거래,,127.0934929,37.58611517
2023,11260,중랑구,10500,망우동,1,대지,515,20,(515-20),20230527,50000,48.86,25.6,7,,,2022,연립다세대,직거래,,127.0949542,37.59558878
2023,11260,중랑구,10400,묵동,1,대지,122,66,대성파크빌,20230526,29800,65.89,33.41,1,,,2005,연립다세대,중개거래,서울 중랑구,127.0816554,37.61098609
2023,11260,중랑구,10200,상봉동,1,대지,129,19,스마트빌,20230526,35000,60.54,68.97,3,,,null,오피스텔,직거래,,127.077321,37.59384063
2023,11260,중랑구,10100,면목동,1,대지,453,16,베아트리스,20230526,35000,27.39,20.31,2,,,2018,연립다세대,중개거래,서울 성북구,127.0921953,37.58313072
2023,11260,중랑구,10100,면목동,1,대지,453,16,베아트리스,20230526,29400,27.1,20.09,4,,,2018,연립다세대,중개거래,서울 중랑구,127.0921953,37.58313072
2023,11260,중랑구,10100,면목동,1,대지,69,113,동남빌라,20230526,38000,57.57,33.74,3,,,2008,연립다세대,중개거래,서울 중랑구,127.0936057,37.5871467
2023,11260,중랑구,10200,상봉동,1,대지,108,3,대성타워,20230525,19000,22.14,31.59,7,,,2019,오피스텔,중개거래,서울 중랑구,127.085717,37.59436749
2023,11260,중랑구,10100,면목동,1,대지,153,18,(153-18),20230525,30000,29.91,19.04,2,,,2015,연립다세대,직거래,,127.0819779,37.58636453
2023,11260,중랑구,10300,중화동,1,대지,332,25,현진홈타운(332-25),20230525,25800,27.34,17.67,4,,,2020,연립다세대,중개거래,서울 중랑구,127.075076,37.60484892
2023,11215,광진구,10300,구의동,1,대지,248,7,장원캐슬,20230617,24500,21.6,17.2,4,,,2018,연립다세대,중개거래,서울 광진구,127.0863381,37.54111368
2023,11215,광진구,10700,화양동,1,대지,36,76,환성빌,20230616,30500,25.43,23.21,4,,,2016,연립다세대,중개거래,서울 광진구,127.068126,37.54476055
2023,11215,광진구,10500,자양동,1,대지,227,113,경성홈타운(227-113),20230614,28000,28.82,17.1,6,,,2017,연립다세대,중개거래,서울 광진구,127.076832,37.53787409
2023,11215,광진구,10500,자양동,1,대지,650,42,(650-42),20230613,26500,46.02,20.26,3,,,1994,연립다세대,직거래,,127.0818351,37.53011739
2023,11215,광진구,10900,군자동,1,대지,473,21,스테이 더 디자이너스 군자,20230613,20000,16.94,26.92,9,,,2020,오피스텔,직거래,,127.0769933,37.55773758
2023,11215,광진구,10100,중곡동,1,대지,94,7,백악관village,20230612,55000,54.46,31.74,4,,,2014,연립다세대,중개거래,서울 광진구,127.0897787,37.55496836
2023,11215,광진구,10700,화양동,1,대지,19,9,로제트화양빌,20230612,17000,29.66,15.1,3,,,2014,연립다세대,중개거래,서울 광진구,127.0693905,37.54740658
2023,11215,광진구,10500,자양동,1,대지,637,28,한가람빌(637-28),20230612,34800,37.5,21.94,2,,,2009,연립다세대,중개거래,서울 광진구,127.0794517,37.53130703
2023,11215,광진구,10400,광장동,1,대지,218,1,극동2,20230610,130000,84.55,0,14,,,1989,아파트,중개거래,서울 광진구,127.1040389,37.54315943
2023,11215,광진구,10500,자양동,1,대지,622,7,진연빌10차,20230609,32500,35.45,22.65,2,,,2015,연립다세대,중개거래,"경기 의왕시, 서울 광진구",127.0801114,37.5340985
2023,11215,광진구,10500,자양동,1,대지,842,7,리베르떼리버,20230609,50000,29.98,20.14,6,,,2021,연립다세대,중개거래,"서울 광진구, 서울 용산구",127.0644042,37.53819042
2023,11215,광진구,10400,광장동,1,대지,388,1,현대하이츠빌라C동,20230608,34500,49.44,32.59,1,,,1989,연립다세대,중개거래,서울 광진구,127.1010686,37.54774494
2023,11215,광진구,10100,중곡동,1,대지,132,4,파인빌,20230607,30500,44.27,28.82,4,,,2002,연립다세대,중개거래,서울 광진구,127.0835852,37.55625624
2023,11215,광진구,10500,자양동,1,대지,230,32,한양에버빌(230-32),20230606,28000,22.06,17,3,,,2019,연립다세대,중개거래,서울 광진구,127.0795811,37.53635302
2023,11215,광진구,10500,자양동,1,대지,596,10,어반캐슬(596-10),20230606,50000,41.98,30.33,3,,,2016,연립다세대,중개거래,서울 광진구,127.0780078,37.53098561
