접수연도,자치구코드,자치구명,법정동코드,법정동명,지번구분,지번구분명,본번,부번,층,계약일,전월세 구분,임대면적(㎡),보증금(만원),임대료(만원),건물명,건축년도,건물용도,계약기간,신규갱신여부,계약갱신권사용여부,종전 보증금,종전 임대료,위도,경도
2023,11260,중랑구,10200,상봉동,1,대지,107,60,10,20230619,전세,16.46,20000,0,드림아카이브,2021,연립다세대,23.08~25.08,신규,,0,,127.0864095,37.59472377
2023,11260,중랑구,10100,면목동,1,대지,2,53,3,20230619,월세,40.39,15000,10,(2-53),2017,연립다세대,23.07~25.07,신규,,0,0,127.1003522,37.58951538
2023,11260,중랑구,10500,망우동,1,대지,92,52,3,20230619,월세,14.69,500,43,(92-52),2012,연립다세대,23.06~24.02,신규,,0,0,127.1106161,37.60187156
2023,11260,중랑구,10100,면목동,1,대지,193,1,5,20230619,월세,27,1000,60,면목한신,1987,아파트,23.06~25.06,갱신,,500,50,127.0752104,37.58750575
2023,11260,중랑구,10200,상봉동,1,대지,102,57,13,20230619,전세,15.31,16000,0,상봉타워,2019,아파트,23.07~25.07,갱신,○,17000,,127.0879957,37.59588276
2023,11260,중랑구,10200,상봉동,1,대지,102,57,13,20230619,전세,15.31,16000,0,상봉타워,2019,아파트,,,,,,127.0879957,37.59588276
2023,11260,중랑구,10500,망우동,1,대지,344,9,3,20230619,전세,56.97,20000,0,송원빌라트,2002,연립다세대,23.06~25.06,갱신,○,20000,,127.1031886,37.60245677
2023,11260,중랑구,10200,상봉동,1,대지,104,18,7,20230619,전세,26.41,30000,0,휘게빌,2021,연립다세대,23.06~24.06,갱신,,32000,,127.0875113,37.5953421
2023,11260,중랑구,10400,묵동,1,대지,176,20,5,20230619,전세,12.99,6500,0,화랑,2011,연립다세대,23.07~25.07,신규,,0,,127.0783561,37.61185463
2023,11260,중랑구,10100,면목동,1,대지,576,2,4,20230619,전세,29.02,25000,0,사랑채,2022,연립다세대,23.07~25.07,신규,,0,,127.084626,37.58384467
2023,11260,중랑구,10100,면목동,1,대지,193,1,9,20230618,전세,44.5,25000,0,면목한신,1987,아파트,23.07~25.07,신규,,0,,127.0752104,37.58750575
2023,11260,중랑구,10100,면목동,1,대지,137,5,2,20230618,전세,44.72,22000,0,삼성트윈빌,2013,연립다세대,23.07~25.06,갱신,,21000,,127.084551,37.59109851
2023,11260,중랑구,10400,묵동,1,대지,122,103,4,20230617,전세,52.56,20000,0,낙원빌라,1995,연립다세대,23.07~25.07,갱신,,20000,,127.0816554,37.61098609
2023,11260,중랑구,10500,망우동,1,대지,509,16,4,20230617,전세,39.84,19000,0,조은빌라,2015,연립다세대,23.07~25.07,신규,,0,,127.0948267,37.59740724
2023,11260,중랑구,10200,상봉동,1,대지,102,14,9,20230617,월세,13.68,12000,15,동인씨엘로,2018,연립다세대,23.07~25.07,신규,,0,0,127.0879957,37.59588276
2023,11260,중랑구,10200,상봉동,1,대지,102,14,9,20230617,월세,13.68,12000,15,동인씨엘로,2018,연립다세대,,,,,,127.0879957,37.59588276
2023,11260,중랑구,10200,상봉동,1,대지,84,17,2,20230617,월세,38.33,12000,35,메종그랑빌,2003,연립다세대,23.07~25.07,신규,,0,0,127.0928772,37.59515155
2023,11260,중랑구,10300,중화동,1,대지,314,9,3,20230617,월세,20.51,3000,70,나인빌,2023,연립다세대,23.08~25.08,신규,,0,0,127.0774845,37.59927985
2023,11260,중랑구,10200,상봉동,1,대지,102,37,9,20230617,전세,24.3,18400,0,대성쉐르빌(102-37),2017,연립다세대,23.08~25.08,갱신,○,18900,,127.0879957,37.59588276
2023,11260,중랑구,10300,중화동,1,대지,314,9,2,20230617,월세,24.59,5000,60,나인빌,2023,연립다세대,23.07~25.07,신규,,0,0,127.0774845,37.59927985
2023,11260,중랑구,10200,상봉동,1,대지,101,19,9,20230617,전세,22.14,17850,0,상봉베스트원,2019,아파트,,갱신,,17850,,127.0875342,37.59648613
2023,11260,중랑구,10200,상봉동,1,대지,85,23,6,20230617,전세,28.19,21300,0,(85-23),2019,연립다세대,23.07~25.07,갱신,○,21000,,127.0919774,37.59431939
2023,11260,중랑구,10600,신내동,1,대지,566,6,5,20230617,전세,29.98,24000,0,JS타운,2021,연립다세대,23.08~25.07,신규,,0,,127.0958108,37.60511985
2023,11260,중랑구,10500,망우동,1,대지,506,8,8,20230616,월세,13.55,500,53,EGSoulLeader,2012,아파트,23.06~24.06,신규,,0,0,127.0934245,37.59647767
2023,11260,중랑구,10100,면목동,1,대지,172,28,1,20230616,월세,54.75,14000,50,건영빌라트,1997,연립다세대,23.06~25.06,신규,,0,0,127.0795279,37.58472806
2023,11260,중랑구,10600,신내동,1,대지,493,148,4,20230616,전세,29.82,24000,0,(493-148),2023,연립다세대,23.07~25.07,신규,,0,,127.0996568,37.60192806
2023,11260,중랑구,10500,망우동,1,대지,526,32,4,20230616,월세,57.77,21616,22,더？팰리스,2022,연립다세대,,,,,,127.0966934,37.59099258
2023,11260,중랑구,10200,상봉동,1,대지,107,30,6,20230616,전세,14.4,17000,0,동일캐슬108동,2023,연립다세대,23.07~25.07,신규,,0,,127.0864095,37.59472377
2023,11260,중랑구,10200,상봉동,1,대지,102,37,10,20230616,전세,24.3,18500,0,대성쉐르빌(102-37),2017,연립다세대,,,,,,127.0879957,37.59588276
2023,11260,중랑구,10200,상봉동,1,대지,102,37,10,20230616,전세,24.3,18500,0,대성쉐르빌(102-37),2017,연립다세대,23.08~25.08,갱신,,18900,,127.0879957,37.59588276
2023,11260,중랑구,10100,면목동,1,대지,70,36,5,20230616,전세,29.56,20500,0,에버빌,2019,연립다세대,23.07~25.07,신규,,0,,127.0930821,37.58880188
2023,11260,중랑구,10100,면목동,1,대지,364,4,2,20230616,월세,46.12,10000,34,칸스빌,2003,연립다세대,23.07~25.07,신규,,0,0,127.0865317,37.57752007
2023,11260,중랑구,10200,상봉동,1,대지,210,26,3,20230616,월세,57.6,18832,21,시온아트빌,2019,연립다세대,,,,,,127.0871106,37.60104254
2023,11260,중랑구,10400,묵동,1,대지,233,80,3,20230616,전세,47.52,27500,0,쏠라펠리스(233-80),2016,연립다세대,23.06~24.08,,,,,127.0757492,37.61622576
2023,11260,중랑구,10100,면목동,1,대지,139,39,2,20230616,전세,42.77,23600,0,유일빌리지,2016,연립다세대,23.07~25.06,갱신,,27000,,127.0840316,37.58897198
2023,11260,중랑구,10100,면목동,1,대지,139,39,2,20230616,전세,42.77,27300,0,유일빌리지,2016,연립다세대,23.07~25.06,갱신,,27000,,127.0840316,37.58897198
2023,11260,중랑구,10200,상봉동,1,대지,85,23,5,20230616,전세,28.19,21300,0,(85-23),2019,연립다세대,23.07~25.06,갱신,,21000,,127.0919774,37.59431939
2023,11260,중랑구,10200,상봉동,1,대지,113,11,5,20230615,전세,12.55,9000,0,W타워,2013,연립다세대,23.07~25.07,신규,,0,,127.0853319,37.59550625
2023,11260,중랑구,10600,신내동,1,대지,449,1,1,20230615,월세,55.89,10000,50,경원,1989,아파트,23.07~25.07,신규,,0,0,127.0984407,37.6055544
2023,11260,중랑구,10200,상봉동,1,대지,102,57,18,20230615,전세,15.53,16000,0,상봉타워,2019,아파트,23.08~25.08,갱신,○,17000,,127.0879957,37.59588276
2023,11260,중랑구,10200,상봉동,1,대지,86,18,9,20230615,전세,43.3,30800,0,현우매스티지,2019,연립다세대,23.07~25.07,신규,,0,,127.0919568,37.59496006
2023,11260,중랑구,10100,면목동,1,대지,174,7,4,20230615,전세,65.73,21000,0,지산빌라트,2001,연립다세대,23.07~25.07,신규,,0,,127.0779274,37.58597385
2023,11260,중랑구,10200,상봉동,1,대지,129,26,8,20230615,전세,27.08,27000,0,청라(129-26),2021,연립다세대,23.06~24.06,갱신,,29400,,127.077321,37.59384063
2023,11260,중랑구,10100,면목동,1,대지,177,158,5,20230615,전세,41.8,23630,0,어린이도서당,2021,연립다세대,23.07~25.07,신규,,0,,127.0781607,37.58775287
2023,11260,중랑구,10400,묵동,1,대지,169,12,7,20230615,월세,14.09,3000,45,로프트원태릉입구역,2020,아파트,23.07~24.07,갱신,,3000,44,127.0768837,37.61558009
2023,11260,중랑구,10100,면목동,1,대지,370,6,4,20230615,전세,15.36,9000,0,제이팰리스,2023,연립다세대,23.07~25.07,신규,,0,,127.0851452,37.5761732
2023,11260,중랑구,10400,묵동,1,대지,176,15,8,20230615,월세,15.22,1000,60,대길빌딩,2020,연립다세대,23.08~24.08,신규,,0,0,127.0783561,37.61185463
2023,11260,중랑구,10200,상봉동,1,대지,81,5,13,20230615,전세,84.6,45000,0,한일써너스빌,2003,아파트,,,,,,127.0901779,37.59682264
2023,11260,중랑구,10200,상봉동,1,대지,102,46,5,20230615,월세,18.31,12000,15,이안채s타워A,2019,오피스텔,23.07~25.07,,,,,127.0879957,37.59588276
2023,11260,중랑구,10300,중화동,1,대지,332,120,4,20230614,월세,25.15,17260,8,(332-120),2019,연립다세대,23.07~25.07,신규,,0,0,127.075076,37.60484892
2023,11260,중랑구,10100,면목동,1,대지,1077,1,4,20230614,전세,44.35,21000,0,용마한신,1990,아파트,23.08~25.08,신규,,0,,127.0959276,37.58128907
2023,11260,중랑구,10200,상봉동,1,대지,125,4,3,20230614,전세,65.75,23000,0,드림빌,2011,연립다세대,23.08~25.08,신규,,0,,127.0836716,37.59260741
2023,11260,중랑구,10300,중화동,1,대지,273,5,3,20230614,월세,28.62,17500,20,대고샤인빌(273-5),2019,연립다세대,23.07~25.07,신규,,0,0,127.0816482,37.60650847
2023,11260,중랑구,10300,중화동,1,대지,273,5,3,20230614,월세,28.62,17500,20,대고샤인빌(273-5),2019,연립다세대,23.07~25.07,,,,,127.0816482,37.60650847
2023,11260,중랑구,10300,중화동,1,대지,273,5,3,20230614,월세,28.62,17500,20,대고샤인빌(273-5),2019,연립다세대,,,,,,127.0816482,37.60650847
2023,11260,중랑구,10100,면목동,1,대지,66,36,2,20230614,전세,26.86,20000,0,다윈프라임빌,2022,연립다세대,23.07~25.07,신규,,0,,127.0934929,37.58611517
2023,11260,중랑구,10200,상봉동,1,대지,107,30,8,20230614,월세,25.91,5000,95,동일캐슬108동,2023,연립다세대,23.07~25.07,신규,,0,0,127.0864095,37.59472377
2023,11260,중랑구,10100,면목동,1,대지,109,78,3,20230614,전세,28.28,18000,0,플로렌스빌,2013,연립다세대,23.08~25.08,신규,,0,,127.0914083,37.58625126
2023,11260,중랑구,10100,면목동,1,대지,366,3,5,20230614,월세,45.85,2458,43,엘림하우스,2022,연립다세대,,,,,,127.0870132,37.57668093
2023,11260,중랑구,10200,상봉동,1,대지,104,18,8,20230614,전세,29.89,33000,0,휘게빌,2021,연립다세대,23.06~25.06,갱신,○,34000,,127.0875113,37.5953421
2023,11260,중랑구,10100,면목동,1,대지,366,3,2,20230614,월세,39.44,2243,29,엘림하우스,2022,연립다세대,,,,,,127.0870132,37.57668093
2023,11260,중랑구,10200,상봉동,1,대지,114,7,2,20230614,월세,15.11,2000,41,파인빌,2013,연립다세대,23.06~25.06,신규,,0,0,127.0846716,37.59524925
2023,11260,중랑구,10300,중화동,1,대지,91,3,5,20230614,전세,15.66,7000,0,유로빌,2002,연립다세대,23.07~23.12,갱신,○,7000,,127.0844692,37.60275331
2023,11260,중랑구,10300,중화동,1,대지,299,87,3,20230614,월세,29.64,18000,10,세종에코그린,2016,연립다세대,23.07~25.07,신규,,0,0,127.0785666,37.59754104
2023,11260,중랑구,10100,면목동,1,대지,455,12,2,20230614,전세,17.94,10000,0,모스트빌,2016,연립다세대,23.06~25.06,신규,,0,,127.0906977,37.58329944
2023,11260,중랑구,10100,면목동,1,대지,87,9,3,20230614,월세,41.04,2065,46,삼성쉐르빌,2022,연립다세대,23.06~25.09,신규,,0,0,127.0931824,37.59194012
2023,11260,중랑구,10100,면목동,1,대지,87,9,4,20230614,월세,41.04,2088,47,삼성쉐르빌,2022,연립다세대,23.06~25.09,신규,,0,0,127.0931824,37.59194012
2023,11290,성북구,13300,정릉동,1,대지,394,1,2,20230623,전세,29.61,21000,0,삼성그린빌라,2018,연립다세대,23.07~25.07,갱신,,21000,,127.0083694,37.60894889
2023,11290,성북구,13600,하월곡동,1,대지,90,219,7,20230623,전세,18.02,15000,0,웰유,2020,오피스텔,23.08~25.08,신규,,0,,127.0330359,37.60754628
2023,11290,성북구,12500,안암동5가,1,대지,15,18,4,20230622,월세,18.54,1000,58,(15-18),2012,연립다세대,23.07~24.07,신규,,0,0,127.0296285,37.5877926
2023,11290,성북구,13600,하월곡동,1,대지,90,723,11,20230622,월세,84.78,20000,90,광남캐스빌,2008,아파트,23.06~25.06,갱신,,20000,60,127.0330359,37.60754628
2023,11290,성북구,13300,정릉동,1,대지,716,167,2,20230622,월세,55,1200,42,서울빌리지,2001,연립다세대,23.06~25.06,신규,,0,0,127.0039483,37.61119154
2023,11290,성북구,10300,돈암동,1,대지,2,45,2,20230622,전세,71.96,25000,0,돈암골드뷰,2009,연립다세대,,,,,,127.0294724,37.60368104
2023,11290,성북구,12300,안암동3가,1,대지,136,1,4,20230622,전세,61.92,13000,0,대광,1971,아파트,23.07~25.07,갱신,,10500,,127.025107,37.58240317
2023,11290,성북구,13900,석관동,1,대지,338,415,2,20230622,전세,47.58,32000,0,누리마루(338-415),2021,연립다세대,,,,,,127.0561017,37.60994296
2023,11290,성북구,13300,정릉동,1,대지,206,156,5,20230622,전세,42.85,18600,0,다온리치빌A동,2020,연립다세대,23.07~25.07,신규,,0,,127.0132477,37.60868043
2023,11290,성북구,10100,성북동,1,대지,145,21,3,20230622,전세,29.4,22000,0,145-21,2021,연립다세대,23.09~25.09,신규,,0,,127.002266,37.59447523
2023,11290,성북구,13900,석관동,1,대지,332,36,5,20230622,월세,43.07,19500,8,아스테르빌,2015,연립다세대,23.08~25.08,신규,,0,0,127.0590469,37.60815548
2023,11290,성북구,13800,장위동,1,대지,89,49,2,20230622,전세,57.92,22000,0,퀸즈빌(89-49),2020,연립다세대,23.08~25.08,신규,,0,,127.0546773,37.61540743
2023,11290,성북구,13800,장위동,1,대지,219,44,5,20230621,월세,34.33,11000,46,(219-44),2020,연립다세대,,,,,,127.0453315,37.61857802
2023,11290,성북구,13500,종암동,1,대지,54,391,4,20230621,전세,39.9,20900,0,천우네오젠7차,2015,연립다세대,23.07~25.07,신규,,0,,127.0263125,37.5968556
2023,11290,성북구,13900,석관동,1,대지,317,22,3,20230621,전세,28.6,18700,0,엠케이하우징,2021,연립다세대,23.07~25.07,신규,,0,,127.0620883,37.60815642
2023,11290,성북구,13400,길음동,1,대지,1285,5,5,20230621,월세,32.36,2747,23,"길음7단지(임대707동,1285-5,두산위브)",2010,아파트,,,,,,127.0190319,37.60967433
2023,11290,성북구,13300,정릉동,1,대지,162,17,2,20230621,전세,29.91,20000,0,엘렌시아,2021,연립다세대,23.07~25.07,신규,,0,,127.0126777,37.60473539
2023,11290,성북구,13800,장위동,1,대지,219,450,5,20230621,전세,26.62,21800,0,아바하우스2차,2019,연립다세대,,,,,,127.0453315,37.61857802
2023,11290,성북구,13800,장위동,1,대지,219,450,5,20230621,전세,26.62,17600,0,아바하우스2차,2019,연립다세대,,갱신,○,21800,,127.0453315,37.61857802
2023,11290,성북구,13700,상월곡동,1,대지,7,341,4,20230621,전세,29.98,24000,0,어반휴3차,2019,연립다세대,23.08~25.08,갱신,,24000,,127.0521791,37.60919285
2023,11290,성북구,13900,석관동,1,대지,135,2,6,20230621,월세,33.15,5000,50,브룩스톤오피스텔,2003,오피스텔,23.07~25.07,신규,,0,0,127.0656841,37.61316757
2023,11290,성북구,13800,장위동,1,대지,66,271,3,20230620,월세,29.84,3000,90,스마트빌,2022,연립다세대,23.08~25.02,신규,,0,0,127.0547586,37.61236359
2023,11290,성북구,13900,석관동,1,대지,110,2,12,20230620,월세,84.85,1000,90,중앙하이츠,1994,아파트,23.06~24.06,신규,,0,0,127.066666,37.6111343
2023,11290,성북구,10100,성북동,1,대지,145,51,3,20230620,월세,39.46,5000,105,트리움,2022,연립다세대,23.06~25.06,신규,,0,0,127.002266,37.59447523
2023,11290,성북구,13400,길음동,1,대지,1285,5,11,20230620,월세,32.36,2747,23,"길음7단지(임대707동,1285-5,두산위브)",2010,아파트,,,,,,127.0190319,37.60967433
2023,11290,성북구,13800,장위동,1,대지,76,13,5,20230620,월세,14.17,5000,25,지안빌,2021,연립다세대,,,,,,127.0523074,37.61616099
2023,11290,성북구,13800,장위동,1,대지,316,2,3,20230619,월세,39.34,1329,20,"장월에스에이치빌1단지(국민임대,SH소유",2006,아파트,,,,,,127.0470406,37.62194853
2023,11290,성북구,13800,장위동,1,대지,246,432,-1,20230619,전세,61.85,8000,0,(246-432),1993,연립다세대,23.09~25.09,신규,,0,,127.0473517,37.60858202
2023,11290,성북구,13900,석관동,1,대지,182,16,5,20230619,월세,32.02,2581,34,(182-16),2021,연립다세대,23.07~25.07,신규,,0,0,127.0628813,37.61187318
2023,11290,성북구,11500,삼선동5가,1,대지,63,1,5,20230619,전세,29.71,25000,0,타임아트빌,2019,연립다세대,23.06~24.06,갱신,,28000,,127.0143261,37.58899092
2023,11290,성북구,13800,장위동,1,대지,8,2,10,20230619,월세,14.71,1000,60,석계역한일노벨리아시티,2019,아파트,23.06~24.06,신규,,0,0,127.0509152,37.6100745
2023,11290,성북구,13800,장위동,1,대지,8,2,6,20230619,전세,18.03,10500,0,석계역 한일노벨리아시티,2019,오피스텔,23.07~25.07,신규,,0,,127.0509152,37.6100745
2023,11290,성북구,13800,장위동,,,8,2,,20230619,전세,14.71,12000,0,석계역 한일노벨리아시티,,단독다가구,23.07~25.07,신규,,0,,127.0509152,37.6100745
2023,11290,성북구,13600,하월곡동,1,대지,88,510,4,20230618,월세,15.62,1000,55,삼전솔하임3차,2013,아파트,23.06~24.06,신규,,0,0,127.0308636,37.60728394
2023,11290,성북구,13600,하월곡동,1,대지,90,211,8,20230618,전세,20.32,20000,0,성북웅진베어스빌,2021,연립다세대,23.07~25.07,신규,,0,,127.0330359,37.60754628
2023,11290,성북구,13500,종암동,1,대지,100,1,3,20230618,전세,53.58,30000,0,엘리시아,2022,연립다세대,23.09~25.09,신규,,0,,127.0367027,37.60001482
2023,11290,성북구,13500,종암동,1,대지,104,1,3,20230618,전세,84.72,43000,0,종암에스케이,1999,아파트,23.09~25.09,신규,,0,,127.0369438,37.60119363
2023,11290,성북구,13300,정릉동,1,대지,410,35,1,20230618,전세,59.5,15000,0,중앙골든빌라,2000,연립다세대,23.07~25.07,신규,,0,,127.0118601,37.60949167
2023,11290,성북구,13300,정릉동,1,대지,266,149,4,20230617,전세,53.22,12000,0,삼성홈타운(266-149),2004,연립다세대,23.07~25.07,신규,,0,,127.0110846,37.61435885
2023,11290,성북구,13500,종암동,1,대지,104,1,5,20230617,전세,84.72,41000,0,종암에스케이,1999,아파트,,,,,,127.0369438,37.60119363
2023,11290,성북구,12600,보문동4가,1,대지,79,4,5,20230617,월세,18.16,1000,54,더리치빌,2016,연립다세대,23.07~25.06,신규,,0,0,127.0214097,37.58250175
2023,11290,성북구,13500,종암동,1,대지,104,1,17,20230617,전세,59.86,37000,0,종암에스케이,1999,아파트,,,,,,127.0369438,37.60119363
2023,11290,성북구,13500,종암동,1,대지,104,1,17,20230617,전세,59.86,37000,0,종암에스케이,1999,아파트,23.07~25.07,갱신,,40000,,127.0369438,37.60119363
2023,11290,성북구,13800,장위동,1,대지,65,54,4,20230617,월세,58,5000,100,성준팰리스(돌곶이2),2020,연립다세대,23.08~25.08,신규,,0,0,127.0553154,37.61247009
2023,11290,성북구,13500,종암동,1,대지,28,48,3,20230617,월세,37.61,1000,60,(28-48),2002,연립다세대,23.07~25.07,신규,,0,0,127.036601,37.59269306
2023,11290,성북구,13800,장위동,1,대지,219,315,1,20230617,전세,60.03,15000,0,하나아트맨션,1994,연립다세대,23.07~25.07,,,,,127.0453315,37.61857802
2023,11290,성북구,13500,종암동,1,대지,7,96,4,20230617,월세,21.5,500,50,고려하우스,2013,연립다세대,23.06~24.06,신규,,0,0,127.0371906,37.59756307
2023,11290,성북구,13300,정릉동,1,대지,716,66,4,20230616,전세,76.6,18000,0,귀인아트빌라,2003,연립다세대,23.07~25.07,신규,,0,,127.0039483,37.61119154
2023,11290,성북구,13400,길음동,1,대지,1280,1,2,20230616,전세,84.97,41000,0,길음뉴타운3단지푸르지오,2005,아파트,,,,,,127.0161663,37.61182599
2023,11290,성북구,13800,장위동,1,대지,231,7,2,20230616,전세,58.72,14000,0,고궁그린빌,2002,연립다세대,23.07~25.07,갱신,○,12000,,127.042412,37.61390724
2023,11290,성북구,13800,장위동,1,대지,263,31,3,20230616,전세,52.8,21000,0,삼성그린빌(나)동,2003,연립다세대,,갱신,,21000,,127.0493088,37.60904805
2023,11290,성북구,10300,돈암동,1,대지,609,1,15,20230616,월세,84.87,35000,45,한진(609-1),1998,아파트,23.07~25.07,갱신,○,10000,145,127.0117613,37.59564765
2023,11290,성북구,13500,종암동,1,대지,10,112,2,20230616,전세,28.22,21000,0,리치타운,2018,연립다세대,23.07~25.07,신규,,0,,127.0363827,37.59792292
2023,11290,성북구,13500,종암동,1,대지,104,1,15,20230616,월세,84.72,16000,95,종암에스케이,1999,아파트,23.09~25.09,갱신,,16000,65,127.0369438,37.60119363
2023,11290,성북구,13500,종암동,1,대지,7,69,2,20230616,월세,29.92,10000,50,천우네오젠,2014,연립다세대,23.06~24.06,갱신,,19800,0,127.0371906,37.59756307
2023,11290,성북구,13700,상월곡동,1,대지,27,62,2,20230616,전세,46.12,2000,0,27-62,2003,연립다세대,,,,,,127.0505059,37.60905585
2023,11290,성북구,13300,정릉동,1,대지,819,10,2,20230615,전세,87.06,27500,0,신진빌라나동,1985,연립다세대,,,,,,126.9999203,37.61727394
2023,11290,성북구,13800,장위동,1,대지,76,65,4,20230615,전세,57.69,15000,0,화성빌,2001,연립다세대,23.06~25.06,갱신,,15000,,127.0523074,37.61616099
2023,11290,성북구,13300,정릉동,1,대지,327,1,5,20230615,전세,29.37,18000,0,화성빌라7차,2020,연립다세대,23.07~25.07,신규,,0,,127.0074692,37.61010995
2023,11290,성북구,10300,돈암동,1,대지,609,1,9,20230615,전세,68.13,35000,0,한신,1998,아파트,23.08~25.08,신규,,0,,127.0117613,37.59564765
2023,11290,성북구,10300,돈암동,1,대지,609,1,8,20230615,전세,113.67,50000,0,한신,1998,아파트,23.09~25.08,신규,,0,,127.0117613,37.59564765
2023,11290,성북구,13800,장위동,1,대지,234,11,3,20230615,전세,29.08,18000,0,드림빌3차,2021,연립다세대,23.07~25.07,신규,,0,,127.0469308,37.61705382
2023,11290,성북구,13500,종암동,1,대지,104,1,24,20230615,전세,84.72,45000,0,종암에스케이,1999,아파트,23.09~25.09,신규,,0,,127.0369438,37.60119363
2023,11290,성북구,13800,장위동,1,대지,231,503,5,20230615,월세,47.02,3602,13,나우에스엠빌,2018,연립다세대,,,,,,127.042412,37.61390724
2023,11290,성북구,13900,석관동,1,대지,110,2,12,20230615,전세,59.79,32000,0,중앙하이츠,1994,아파트,23.07~25.07,신규,,0,,127.066666,37.6111343
2023,11290,성북구,13900,석관동,1,대지,338,608,2,20230614,전세,27.23,17300,0,(338-608),2019,연립다세대,23.07~25.07,신규,,0,,127.0561017,37.60994296
2023,11290,성북구,13900,석관동,1,대지,73,14,5,20230614,전세,34.91,19000,0,(73-14),2023,연립다세대,23.07~25.07,신규,,0,,127.0642613,37.60948014
2023,11290,성북구,13300,정릉동,1,대지,192,119,3,20230614,월세,75.05,8000,40,동방뉴타운빌A,2003,연립다세대,23.07~25.07,신규,,0,0,127.0151833,37.60706849
2023,11290,성북구,13800,장위동,1,대지,219,118,3,20230614,월세,58.72,1950,25,하임빌A동,2019,연립다세대,,,,,,127.0453315,37.61857802
2023,11290,성북구,10300,돈암동,1,대지,632,1,15,20230614,월세,32.23,2523,6,돈암동풍림106동(임대),1999,아파트,,,,,,127.0234049,37.59585649
2023,11290,성북구,13300,정릉동,1,대지,559,108,4,20230614,전세,44.16,12000,0,창신빌라,1995,연립다세대,23.07~25.07,신규,,0,,127.0101142,37.59936188
2023,11290,성북구,13800,장위동,1,대지,8,2,3,20230614,전세,15.21,11000,0,석계역한일노벨리아시티,2019,아파트,23.06~25.06,신규,,0,,127.0509152,37.6100745
2023,11290,성북구,13800,장위동,1,대지,66,187,4,20230614,전세,20.81,15000,0,그레이스빌,2023,연립다세대,23.07~25.07,신규,,0,,127.0547586,37.61236359
2023,11290,성북구,13800,장위동,1,대지,234,60,4,20230614,월세,43.72,1359,18,삼원하임빌,2018,연립다세대,,,,,,127.0469308,37.61705382
2023,11290,성북구,10300,돈암동,1,대지,580,9,4,20230614,전세,48.6,16100,0,리치빌,2001,연립다세대,,갱신,,17300,,127.0121211,37.59725992
2023,11290,성북구,13800,장위동,1,대지,219,44,5,20230613,전세,42.06,24000,0,(219-44),2020,연립다세대,23.07~24.07,갱신,○,24000,,127.0453315,37.61857802
2023,11290,성북구,13900,석관동,1,대지,340,385,3,20230613,전세,28.79,20000,0,혜성스테이,2018,연립다세대,23.07~25.07,갱신,,23000,,127.0539507,37.60624167
2023,11290,성북구,10700,동소문동4가,1,대지,97,1,3,20230613,월세,21.2,500,43,동소문다세대주택,2002,연립다세대,23.06~25.06,신규,,0,0,127.0088858,37.59068734
2023,11290,성북구,10300,돈암동,1,대지,632,1,13,20230613,월세,32.23,1039,14,돈암동풍림106동(임대),1999,아파트,,,,,,127.0234049,37.59585649
2023,11290,성북구,10300,돈암동,1,대지,15,1,9,20230613,월세,84.59,10000,90,돈암동삼성,1999,아파트,23.06~25.06,갱신,○,10000,80,127.0233731,37.59948183
2023,11290,성북구,13800,장위동,1,대지,66,12,5,20230613,전세,29.89,23000,0,아바아트빌,2021,연립다세대,23.07~25.07,갱신,○,25000,,127.0547586,37.61236359
2023,11290,성북구,12000,동선동5가,1,대지,102,1,1,20230612,월세,22.73,1000,47,(102-1),2002,연립다세대,23.06~25.06,신규,,0,0,127.0172517,37.5959471
2023,11290,성북구,13300,정릉동,1,대지,300,5,2,20230612,월세,27.52,5000,60,리버빌,2023,연립다세대,23.06~25.06,신규,,0,0,127.0080688,37.61175539
2023,11290,성북구,13800,장위동,1,대지,219,450,5,20230612,전세,26.62,21800,0,아바하우스2차,2019,연립다세대,23.06~23.12,갱신,○,21800,,127.0453315,37.61857802
2023,11290,성북구,10300,돈암동,1,대지,609,1,11,20230612,월세,59.58,5000,100,한진(609-1),1998,아파트,23.06~25.06,신규,,0,0,127.0117613,37.59564765
2023,11290,성북구,13300,정릉동,1,대지,266,69,3,20230612,전세,54.78,19000,0,현대로얄,2007,연립다세대,,,,,,127.0110846,37.61435885
2023,11290,성북구,13300,정릉동,1,대지,266,69,3,20230612,전세,54.78,19000,0,현대로얄,2007,연립다세대,23.07~25.07,신규,,0,,127.0110846,37.61435885
2023,11290,성북구,13800,장위동,1,대지,218,12,4,20230612,전세,29.86,15750,0,파크뷰(218-12),2016,연립다세대,23.07~25.07,갱신,,15750,,127.0452988,37.6186827
2023,11290,성북구,13800,장위동,1,대지,64,77,2,20230612,전세,29.78,20000,0,퀸즈빌8차,2021,연립다세대,23.07~25.07,신규,,0,,127.0552574,37.6127096
2023,11290,성북구,10300,돈암동,1,대지,552,5,4,20230612,전세,29.84,5000,0,힐하우스,2012,연립다세대,,,,,,127.0126524,37.59740877
2023,11290,성북구,13300,정릉동,2,산,87,85,1,20230612,월세,59.7,2000,70,산장빌라(산87-85),1990,연립다세대,23.07~25.07,신규,,0,0,126.9895149,37.60775091
2023,11290,성북구,13900,석관동,1,대지,338,577,4,20230612,전세,25.48,24000,0,강남베스트빌,2023,연립다세대,23.07~25.07,신규,,0,,127.0561017,37.60994296
