접수연도,자치구코드,자치구명,법정동코드,법정동명,지번구분,지번구분명,본번,부번,층,계약일,전월세 구분,임대면적(㎡),보증금(만원),임대료(만원),건물명,건축년도,건물용도,계약기간,신규갱신여부,계약갱신권사용여부,종전 보증금,종전 임대료,위도,경도
2023,11170,용산구,11400,신창동,1,대지,2,7,2,20230615,전세,28.11,23000,0,미샹보르5차,2020,연립다세대,23.07~25.07,신규,,0,,126.9565446,37.53567431
2023,11170,용산구,11100,청파동3가,1,대지,27,9,3,20230615,전세,18.54,18000,0,카이벨로체청파1차,2023,연립다세대,23.07~25.07,신규,,0,,126.9690718,37.54429125
2023,11170,용산구,11100,청파동3가,1,대지,132,124,2,20230615,월세,87.38,8000,80,이화맨션,1986,연립다세대,23.06~25.06,갱신,,8000,50,126.9643242,37.54288698
2023,11170,용산구,12200,문배동,1,대지,3,3,26,20230615,전세,84.98,65000,0,이안용산프리미어,2007,아파트,23.08~25.08,갱신,○,80000,,126.9707801,37.53873853
2023,11170,용산구,10800,서계동,1,대지,247,19,4,20230614,전세,26.21,14000,0,(247-19),2006,연립다세대,23.07~25.07,신규,,0,,126.9657841,37.55211843
2023,11170,용산구,12900,이촌동,1,대지,300,10,3,20230614,전세,177.62,50000,0,점보,1974,아파트,23.06~25.06,신규,,0,,126.9765719,37.51790565
2023,11170,용산구,11900,효창동,1,대지,5,118,6,20230614,전세,29.24,27300,0,용산더베스트,2020,연립다세대,23.06~25.06,,,,,126.9643006,37.54247067
2023,11170,용산구,12900,이촌동,1,대지,206,27,6,20230614,월세,69.42,1000,60,이촌시범,1970,아파트,23.07~25.07,신규,,0,0,126.9544776,37.52694852
2023,11170,용산구,10900,청파동1가,1,대지,7,17,2,20230614,전세,51.99,19400,0,노블하우스,2007,연립다세대,23.07~25.07,갱신,○,18900,,126.9661058,37.54990898
2023,11170,용산구,12200,문배동,1,대지,11,10,4,20230614,전세,24.06,21700,0,용산KCC웰츠타워,2015,오피스텔,23.07~25.07,신규,,0,,126.9691921,37.53817842
2023,11170,용산구,11100,청파동3가,1,대지,118,207,1,20230614,전세,18.73,11000,0,카이벨로체청파2차,2023,연립다세대,23.07~25.07,신규,,0,,126.9675577,37.54384787
2023,11170,용산구,11900,효창동,1,대지,127,15,3,20230614,전세,27.26,24000,0,두손BESTIUM,2017,연립다세대,23.07~25.07,신규,,0,,126.9599851,37.54139144
2023,11170,용산구,13300,서빙고동,1,대지,241,21,5,20230614,전세,166.98,95000,0,신동아,1984,아파트,,,,,,126.9953252,37.52045818
2023,11170,용산구,12100,용문동,1,대지,1,119,4,20230614,월세,27.55,10000,50,진흥펠리체I,2017,연립다세대,23.07~25.07,신규,,0,0,126.962223,37.53787092
2023,11170,용산구,11900,효창동,1,대지,5,254,1,20230614,전세,29.92,24100,0,금강프라임빌(5-254),2017,연립다세대,23.07~25.07,신규,,0,,126.9643006,37.54247067
2023,11170,용산구,10900,청파동1가,1,대지,89,50,3,20230614,전세,32.76,10500,0,그레이스빌라(89-50),1994,연립다세대,23.07~25.07,신규,,0,,126.9674548,37.548839
2023,11170,용산구,11200,원효로1가,1,대지,28,7,6,20230614,전세,21.1,24100,0,시온캐슬용산,2021,오피스텔,23.06~25.06,갱신,,24000,,126.9668967,37.53961199
2023,11170,용산구,11400,신창동,1,대지,77,10,3,20230613,전세,20.55,18000,0,77에비뉴,2022,연립다세대,23.07~25.07,신규,,0,,126.9559058,37.53633662
2023,11170,용산구,13200,동빙고동,1,대지,183,1,1,20230613,전세,78.02,21000,0,(183-1),1979,연립다세대,,,,,,126.9950658,37.52117889
2023,11200,성동구,12200,용답동,1,대지,238,12,6,20230622,전세,20.21,13200,0,서희스타힐스리버파크,2016,오피스텔,23.07~25.07,신규,,0,,127.0682648,37.55983292
2023,11200,성동구,11300,옥수동,1,대지,220,1,12,20230622,전세,149.39,50000,0,한남하이츠,1982,아파트,23.06~25.12,신규,,0,,127.0143317,37.53951482
2023,11200,성동구,12200,용답동,1,대지,232,1,12,20230622,전세,60.59,24500,0,신창비바패밀리,2006,오피스텔,23.08~25.07,신규,,0,,127.0633779,37.56128117
2023,11200,성동구,12200,용답동,1,대지,23,19,2,20230622,전세,18.34,18000,0,청계리버빌4차,2023,연립다세대,23.07~25.07,신규,,0,,127.0540362,37.56235323
2023,11200,성동구,10800,응봉동,1,대지,265,76,3,20230621,전세,46.21,13000,0,(265-76),1996,연립다세대,23.07~25.07,신규,,0,,127.0317996,37.55287046
2023,11200,성동구,11300,옥수동,1,대지,528,1,2,20230621,월세,59.91,10000,290,옥수파크힐스117동~125동,2016,아파트,23.08~24.08,신규,,0,0,127.0139947,37.54847713
2023,11200,성동구,10500,마장동,1,대지,797,19,5,20230621,월세,14.46,4200,42,광장아트하우스,2013,연립다세대,23.07~25.07,신규,,0,0,127.0409612,37.5648869
2023,11200,성동구,11400,성수동1가,1,대지,410,2,2,20230621,전세,17.67,14000,0,주성빌라,2006,연립다세대,23.07~25.07,신규,,0,,127.0483912,37.53689037
2023,11200,성동구,11400,성수동1가,1,대지,13,12,4,20230621,전세,39.15,29000,0,이에스에이리버하우스,2004,오피스텔,,,,,,127.0475853,37.55140205
2023,11200,성동구,11400,성수동1가,1,대지,334,1,2,20230621,전세,60.73,14330,0,우주타운,1981,연립다세대,23.07~25.07,갱신,○,13650,,127.0500244,37.53704192
2023,11200,성동구,10400,도선동,1,대지,329,1,4,20230621,월세,12.18,8000,25,에코하우스(1동),2011,연립다세대,23.08~25.08,신규,,0,0,127.0321144,37.56510302
2023,11200,성동구,11200,금호동4가,1,대지,235,1,5,20230621,월세,30.53,3919,6,"서울숲푸르지오2차(임대,212동)",2012,아파트,,,,,,127.0240704,37.54611966
2023,11200,성동구,12200,용답동,1,대지,238,12,10,20230620,전세,21.95,13200,0,서희스타힐스리버파크,2016,오피스텔,23.07~24.07,신규,,0,,127.0682648,37.55983292
2023,11200,성동구,10800,응봉동,1,대지,265,159,2,20230620,전세,58.26,15000,0,우림빌라,1995,연립다세대,23.08~25.08,신규,,0,,127.0317996,37.55287046
2023,11200,성동구,10500,마장동,1,대지,399,59,1,20230620,전세,50.7,18690,0,시온아트빌,2003,연립다세대,23.07~25.07,갱신,,17800,,127.0413405,37.56216233
2023,11200,성동구,11500,성수동2가,1,대지,590,1,3,20230620,월세,47.52,100,25,진주타운,1983,연립다세대,,,,,,127.0570078,37.53632661
2023,11200,성동구,12200,용답동,1,대지,9,25,2,20230620,월세,29.88,2000,80,청계리버빌3차,2022,연립다세대,23.06~25.02,신규,,0,0,127.0550186,37.56358038
2023,11200,성동구,12200,용답동,1,대지,228,8,4,20230620,전세,32.67,26000,0,The Mark,2020,오피스텔,23.06~25.06,갱신,,26000,,127.0594896,37.56177889
2023,11200,성동구,11100,금호동3가,1,대지,1344,32,2,20230620,전세,64.19,16000,0,타워드림빌라2차,2002,연립다세대,23.07~25.07,신규,,0,,127.0186742,37.55168946
2023,11200,성동구,10700,행당동,1,대지,313,30,5,20230619,월세,47.88,5000,155,행당더힐,2023,연립다세대,23.07~25.07,신규,,0,0,127.0306648,37.55845956
2023,11200,성동구,11400,성수동1가,1,대지,656,320,6,20230619,전세,97.02,55000,0,동아,1983,아파트,23.09~25.09,갱신,,65000,,127.045857,37.55208238
2023,11200,성동구,11300,옥수동,1,대지,528,1,8,20230619,월세,59.91,7000,270,옥수파크힐스117동~125동,2016,아파트,23.09~24.12,갱신,,7000,211,127.0139947,37.54847713
2023,11200,성동구,10500,마장동,1,대지,767,1,4,20230619,월세,84.8,20000,90,장원,2002,아파트,23.08~25.08,신규,,0,0,127.0446115,37.56915535
2023,11200,성동구,11500,성수동2가,1,대지,299,29,2,20230619,전세,29.87,22000,0,(299-29),,오피스텔,23.07~25.07,신규,,0,,127.0557384,37.54934014
2023,11200,성동구,10500,마장동,1,대지,793,24,4,20230619,월세,18.98,3000,53,(793-24),2019,연립다세대,23.06~25.06,신규,,0,0,127.0428668,37.56516066
2023,11200,성동구,10500,마장동,1,대지,566,31,3,20230618,월세,26.64,23000,1,566-31,2016,연립다세대,23.08~24.08,갱신,,23000,0,127.0357988,37.56661371
2023,11200,성동구,12200,용답동,1,대지,229,11,11,20230617,전세,18.78,18000,0,용답동 큐브스테이트,2020,오피스텔,23.08~25.08,신규,,0,,127.0612114,37.56158994
2023,11200,성동구,12200,용답동,1,대지,229,11,4,20230617,전세,18.78,18300,0,용답동 큐브스테이트,2020,오피스텔,23.08~25.08,신규,,0,,127.0612114,37.56158994
2023,11200,성동구,11500,성수동2가,1,대지,299,29,4,20230617,월세,29.98,3000,95,(299-29),2016,연립다세대,23.07~25.07,갱신,○,3000,90,127.0557384,37.54934014
2023,11200,성동구,10500,마장동,1,대지,388,43,3,20230616,전세,13.76,14000,0,SUNNYhill(써니힐),2007,연립다세대,23.07~25.07,갱신,,13500,,127.0431899,37.56286691
2023,11200,성동구,11400,성수동1가,1,대지,656,1106,2,20230616,월세,15.15,1000,52,그레이스힐,2012,연립다세대,,,,,,127.045857,37.55208238
2023,11200,성동구,11400,성수동1가,1,대지,685,700,9,20230616,월세,97.45,70000,1100,아크로서울포레스트,2020,아파트,23.08~25.08,신규,,0,0,127.0432371,37.54858707
2023,11200,성동구,11500,성수동2가,1,대지,321,45,4,20230615,전세,16.72,11000,0,(321-45),2012,연립다세대,23.07~25.07,신규,,0,,127.0550676,37.54241178
2023,11200,성동구,11400,성수동1가,1,대지,370,2,3,20230615,전세,34.96,15000,0,수정빌라,2006,연립다세대,23.08~25.08,신규,,0,,127.0495945,37.53720169
2023,11200,성동구,11300,옥수동,1,대지,528,1,13,20230615,전세,59.77,70000,0,옥수파크힐스117동~125동,2016,아파트,23.08~25.08,신규,,0,,127.0139947,37.54847713
2023,11200,성동구,11500,성수동2가,1,대지,299,82,4,20230614,전세,14.21,9800,0,에덴빌,2014,연립다세대,23.07~24.07,갱신,,9340,,127.0557384,37.54934014
2023,11200,성동구,11100,금호동3가,1,대지,625,2,2,20230614,전세,54.4,25000,0,롯데드림빌라,2001,연립다세대,23.08~25.08,신규,,0,,127.0229077,37.55074248
2023,11200,성동구,11500,성수동2가,1,대지,299,82,4,20230614,전세,14.21,9800,0,에덴빌,2014,연립다세대,,,,,,127.0557384,37.54934014
2023,11200,성동구,10700,행당동,1,대지,313,30,2,20230614,전세,29.95,27000,0,행당더힐,2023,연립다세대,23.06~25.06,신규,,0,,127.0306648,37.55845956
2023,11200,성동구,10700,행당동,1,대지,313,30,5,20230614,월세,39.44,5000,135,행당더힐,2023,연립다세대,23.07~25.07,신규,,0,0,127.0306648,37.55845956
2023,11200,성동구,10700,행당동,1,대지,313,30,6,20230614,전세,47.88,36000,0,행당더힐,2023,연립다세대,23.08~25.08,신규,,0,,127.0306648,37.55845956
2023,11200,성동구,11800,송정동,1,대지,16,1,5,20230614,월세,29.91,1000,92,창원리츠빌,2017,연립다세대,23.06~25.06,신규,,0,0,127.0690909,37.55191678
2023,11200,성동구,11400,성수동1가,1,대지,72,69,3,20230614,월세,29.23,10000,50,성수동 뉴타운오피스텔,2003,오피스텔,23.08~25.08,신규,,0,0,127.0490238,37.54201714
2023,11200,성동구,11100,금호동3가,1,대지,131,1,2,20230614,전세,26.4,15000,0,금호이도빌,2019,연립다세대,23.08~25.08,신규,,0,,127.025119,37.54896182
2023,11200,성동구,11500,성수동2가,1,대지,609,2,8,20230613,전세,59.67,35000,0,강변임광,2000,아파트,23.08~25.08,신규,,0,,127.0575821,37.53483498
2023,11200,성동구,11500,성수동2가,1,대지,277,17,14,20230613,전세,32.67,22000,0,성수아카데미타워,1998,오피스텔,23.07~25.07,신규,,0,,127.059448,37.54811771
2023,11200,성동구,11400,성수동1가,1,대지,685,251,2,20230613,전세,25.67,13000,0,다솜가,2001,연립다세대,23.07~25.07,신규,,0,,127.0432371,37.54858707
2023,11200,성동구,11800,송정동,1,대지,72,217,2,20230612,전세,33.45,8970,0,(72-217),1997,연립다세대,,,,,,127.0694921,37.55585325
2023,11200,성동구,11000,금호동2가,1,대지,421,22,2,20230612,전세,45.09,15000,0,대성주택(421-22),1989,연립다세대,23.07~25.07,신규,,0,,127.0184193,37.5534732
2023,11200,성동구,11300,옥수동,1,대지,528,1,13,20230612,전세,84.3,77000,0,옥수파크힐스117동~125동,2016,아파트,23.07~25.07,갱신,,75600,,127.0139947,37.54847713
2023,11200,성동구,10500,마장동,1,대지,564,15,4,20230612,월세,27.74,15000,35,LG빌,2016,연립다세대,23.07~25.07,신규,,0,0,127.0359747,37.56729431
2023,11200,성동구,10500,마장동,1,대지,388,43,4,20230611,전세,30.83,14700,0,SUNNYhill(써니힐),2007,연립다세대,23.07~25.07,갱신,○,14000,,127.0431899,37.56286691
2023,11200,성동구,11500,성수동2가,1,대지,301,86,2,20230610,전세,16.8,11000,0,(301-86),2012,연립다세대,23.07~25.07,신규,,0,,127.0508904,37.5458291
2023,11200,성동구,11400,성수동1가,1,대지,13,157,10,20230610,월세,84.22,40000,80,뚝섬현대,1992,아파트,23.07~25.07,신규,,0,0,127.0475853,37.55140205
2023,11200,성동구,11100,금호동3가,1,대지,199,1,3,20230610,전세,40.04,20500,0,다울아트빌,2003,연립다세대,23.07~25.07,신규,,0,,127.0243451,37.54851889
2023,11200,성동구,11300,옥수동,1,대지,528,1,5,20230610,전세,84.92,85000,0,옥수파크힐스117동~125동,2016,아파트,23.07~25.07,신규,,0,,127.0139947,37.54847713
2023,11200,성동구,11500,성수동2가,1,대지,336,2,2,20230610,전세,43.37,8200,0,성동상가,1978,아파트,23.07~25.07,신규,,0,,127.0539127,37.53893012
2023,11200,성동구,10500,마장동,1,대지,388,43,4,20230610,전세,27.22,15000,0,SUNNYhill(써니힐),2007,연립다세대,23.07~25.07,신규,,0,,127.0431899,37.56286691
2023,11200,성동구,10500,마장동,1,대지,388,43,2,20230609,전세,13.76,14000,0,SUNNYhill(써니힐),2007,연립다세대,23.06~25.06,갱신,,13500,,127.0431899,37.56286691
2023,11200,성동구,11400,성수동1가,1,대지,656,449,2,20230609,월세,16.8,5000,110,YG FOREST,,오피스텔,23.06~25.06,신규,,0,0,127.045857,37.55208238
2023,11200,성동구,11400,성수동1가,1,대지,33,2,14,20230609,전세,56.97,46000,0,현대그린,1994,아파트,23.07~25.07,신규,,0,,127.0507409,37.54124594
2023,11200,성동구,10500,마장동,1,대지,778,12,3,20230609,월세,14.96,50,50,파크빌,2013,연립다세대,23.06~25.06,신규,,0,0,127.0460687,37.56660162
2023,11200,성동구,10800,응봉동,1,대지,265,108,-1,20230608,전세,51.69,18000,0,(265-108),1998,연립다세대,23.08~25.08,신규,,0,,127.0317996,37.55287046
2023,11200,성동구,10700,행당동,1,대지,1,61,3,20230608,월세,19.59,3000,52,(1-61),2005,연립다세대,23.06~25.06,신규,,0,0,127.0389158,37.56274508
2023,11200,성동구,11400,성수동1가,1,대지,656,320,6,20230608,전세,53.14,34000,0,동아,1983,아파트,23.07~25.07,신규,,0,,127.045857,37.55208238
2023,11200,성동구,11400,성수동1가,1,대지,656,320,9,20230608,전세,95.85,40000,0,동아,1983,아파트,,,,,,127.045857,37.55208238
2023,11200,성동구,11500,성수동2가,1,대지,269,9,1,20230608,전세,51.57,20000,0,정안맨션7차,1986,연립다세대,,갱신,,20000,,127.0603608,37.53930107
2023,11200,성동구,10700,행당동,1,대지,346,1,6,20230608,월세,32.96,1120,14,행당한진타운(임대),2000,아파트,,,,,,127.0292745,37.55598242
2023,11200,성동구,11400,성수동1가,1,대지,13,493,11,20230608,전세,59.18,39000,0,서울숲 프라임 베타,2018,오피스텔,23.08~25.08,신규,,0,,127.0475853,37.55140205
2023,11200,성동구,10500,마장동,1,대지,797,3,6,20230608,전세,84.5,25000,0,마장동해맑은아파트,2004,아파트,23.06~25.06,신규,,0,,127.0409612,37.5648869
2023,11200,성동구,11400,성수동1가,1,대지,449,1,4,20230608,전세,38.48,14000,0,강변성수빌라,1997,연립다세대,23.07~25.07,신규,,0,,127.0468335,37.53740436
2023,11200,성동구,12200,용답동,1,대지,238,12,12,20230607,전세,21.9,14500,0,서희스타힐스리버파크,2016,오피스텔,23.06~25.06,신규,,0,,127.0682648,37.55983292
2023,11200,성동구,10400,도선동,1,대지,256,5,5,20230607,전세,18.39,23500,0,성동 트레비스타 오피스텔,2022,오피스텔,23.07~25.07,신규,,0,,127.0331892,37.56301829
2023,11200,성동구,11500,성수동2가,1,대지,289,146,3,20230607,전세,29.81,22000,0,성수베네스트,2017,연립다세대,23.07~25.07,신규,,0,,127.0561458,37.54923365
2023,11200,성동구,12200,용답동,1,대지,229,12,3,20230607,월세,40.8,5000,140,THE WEAL SKY70,2023,오피스텔,23.06~25.06,신규,,0,0,127.0612114,37.56158994
2023,11200,성동구,11400,성수동1가,1,대지,656,449,2,20230607,월세,16.8,2000,125,YG FOREST,,오피스텔,23.06~24.06,신규,,0,0,127.045857,37.55208238
2023,11200,성동구,12200,용답동,1,대지,233,1,11,20230607,월세,28.26,13000,42,힐데스하임,2020,아파트,23.07~25.07,갱신,,13000,38,127.0651361,37.56108041
2023,11200,성동구,11500,성수동2가,1,대지,299,242,3,20230607,전세,18.98,23500,0,테라타워,2019,오피스텔,23.06~25.06,갱신,○,23500,,127.0557384,37.54934014
2023,11200,성동구,10700,행당동,1,대지,313,30,2,20230607,전세,29.94,29000,0,행당더힐,2023,연립다세대,23.07~25.07,신규,,0,,127.0306648,37.55845956
2023,11200,성동구,10700,행당동,1,대지,134,8,2,20230607,전세,24.24,50000,0,(134-8),1989,연립다세대,23.06~25.06,신규,,0,,127.0376687,37.55846734
2023,11200,성동구,10700,행당동,1,대지,307,5,2,20230606,전세,42.02,21000,0,(307-5),2017,연립다세대,23.07~25.07,신규,,0,,127.0314196,37.55904084
2023,11200,성동구,10400,도선동,1,대지,2,1,5,20230606,전세,24.98,24000,0,TOWER 275,2023,오피스텔,23.07~25.07,신규,,0,,127.0358533,37.56444998
2023,11200,성동구,11400,성수동1가,1,대지,656,234,8,20230606,전세,84.02,57800,0,서울숲대림,2000,아파트,23.07~25.07,갱신,,55100,,127.045857,37.55208238
2023,11200,성동구,12200,용답동,1,대지,238,12,14,20230606,월세,21.95,500,65,서희스타힐스리버파크,2016,오피스텔,23.06~24.06,신규,,0,0,127.0682648,37.55983292
2023,11200,성동구,10700,행당동,1,대지,1,43,4,20230605,월세,56.78,5000,95,(1-43),2004,연립다세대,23.07~25.07,신규,,0,0,127.0389158,37.56274508
2023,11200,성동구,11500,성수동2가,1,대지,289,154,3,20230605,전세,29.81,25000,0,(289-154),2017,연립다세대,,갱신,,24000,,127.0561458,37.54923365
2023,11200,성동구,12200,용답동,1,대지,233,8,4,20230605,월세,22.07,1000,70,(233-8),1985,오피스텔,23.06~25.06,신규,,0,0,127.0651361,37.56108041
2023,11200,성동구,12200,용답동,1,대지,23,19,4,20230605,전세,19.28,20000,0,청계리버빌4차,2023,연립다세대,23.07~25.07,신규,,0,,127.0540362,37.56235323
2023,11200,성동구,12200,용답동,1,대지,23,18,2,20230605,전세,23.11,21000,0,청계리버빌5차,2023,연립다세대,23.06~25.06,,,,,127.0540362,37.56235323
2023,11200,성동구,12200,용답동,1,대지,229,1,6,20230605,월세,19.5,1000,90,동우리즈힐스,2022,오피스텔,23.06~24.06,신규,,0,0,127.0612114,37.56158994
2023,11200,성동구,12200,용답동,1,대지,229,10,10,20230605,월세,28.03,2000,75,어반 오피스텔,2013,오피스텔,23.06~24.06,신규,,0,0,127.0612114,37.56158994
2023,11200,성동구,10900,금호동1가,1,대지,481,5,5,20230605,월세,24.38,1000,60,신세계오피스텔,2004,오피스텔,23.06~25.06,신규,,0,0,127.0210028,37.55466867
2023,11200,성동구,10400,도선동,1,대지,2,1,16,20230605,전세,20.4,23000,0,TOWER 275,2023,오피스텔,23.06~25.06,신규,,0,,127.0358533,37.56444998
2023,11200,성동구,11000,금호동2가,1,대지,517,2,3,20230603,전세,42.11,17800,0,(517-2),1986,연립다세대,23.06~25.06,,,,,127.0208926,37.55282852
2023,11200,성동구,10400,도선동,1,대지,256,5,16,20230603,전세,18.39,23500,0,성동 트레비스타 오피스텔,2022,오피스텔,23.06~25.06,신규,,0,,127.0331892,37.56301829
2023,11200,성동구,11500,성수동2가,1,대지,277,101,5,20230603,월세,18.33,1000,60,성수동램킨중흥S클래스오피스텔,2013,오피스텔,23.06~24.06,신규,,0,0,127.059448,37.54811771
2023,11200,성동구,11500,성수동2가,1,대지,333,25,4,20230603,전세,39.03,14700,0,오렌지빌,2002,연립다세대,23.06~25.06,갱신,,14700,,127.052216,37.53880706
2023,11200,성동구,10500,마장동,1,대지,388,15,2,20230603,월세,26.31,10000,39,아이리스클로에,2013,연립다세대,23.07~25.07,신규,,0,0,127.0431899,37.56286691
2023,11200,성동구,11400,성수동1가,1,대지,656,449,2,20230603,월세,16.8,5000,110,YG FOREST,,오피스텔,23.07~24.07,신규,,0,0,127.045857,37.55208238
2023,11215,광진구,10200,능동,1,대지,257,1,3,20230623,월세,29.11,5000,115,클래시하우스,2022,연립다세대,,,,,,127.0878778,37.55288844
2023,11215,광진구,10500,자양동,1,대지,195,8,3,20230623,전세,25,20000,0,어반스테이트,2021,연립다세대,23.07~25.07,신규,,0,,127.0621574,37.53536139
2023,11215,광진구,10100,중곡동,1,대지,258,25,2,20230623,전세,25.25,21000,0,베르데,2019,연립다세대,23.08~25.08,갱신,○,20000,,127.0800772,37.56140355
2023,11215,광진구,10300,구의동,1,대지,249,19,2,20230623,월세,48.31,20000,15,미광주택,2002,연립다세대,23.07~25.07,신규,,0,0,127.0870659,37.54168102
2023,11215,광진구,10100,중곡동,1,대지,29,5,5,20230623,전세,76.63,28000,0,삼보월드빌,2001,연립다세대,23.08~25.08,신규,,0,,127.0860654,37.56627585
2023,11215,광진구,10100,중곡동,1,대지,190,3,5,20230623,월세,20.35,300,49,좋은사람 좋은집,2003,오피스텔,23.06~24.06,갱신,,300,47,127.0787784,37.56769817
2023,11215,광진구,10300,구의동,1,대지,631,1,14,20230623,전세,59.82,50000,0,현대프라임,1997,아파트,23.07~25.07,신규,,0,,127.0974224,37.53719625
2023,11215,광진구,10500,자양동,1,대지,87,1,14,20230623,전세,84.72,55000,0,한강우성,1993,아파트,23.08~25.08,신규,,0,,127.0654573,37.53257924
2023,11215,광진구,10500,자양동,1,대지,667,32,3,20230623,전세,42.47,23000,0,(667-32),2017,연립다세대,,,,,,127.0849851,37.53029653
2023,11215,광진구,10900,군자동,1,대지,48,19,4,20230622,월세,13.32,2000,45,J하우스,2012,연립다세대,23.08~25.08,신규,,0,0,127.0757961,37.5568125
2023,11215,광진구,10400,광장동,1,대지,218,1,1,20230622,전세,126.94,65000,0,극동1,1985,아파트,23.08~25.07,신규,,0,,127.1040389,37.54315943
2023,11215,광진구,10300,구의동,1,대지,243,71,13,20230622,전세,22.33,20500,0,구의동 벨라로사 오피스텔,2019,오피스텔,,,,,,127.0885741,37.53824107
2023,11215,광진구,10100,중곡동,1,대지,34,29,3,20230622,월세,31.5,2000,46,원진주택(34-29),2018,연립다세대,23.07~25.07,갱신,,2000,43,127.0855719,37.56336267
2023,11215,광진구,10300,구의동,1,대지,654,3,2,20230621,월세,66.51,31000,4,헤렌하우스(654-3),2010,연립다세대,23.08~25.08,신규,,0,0,127.0826194,37.54209972
2023,11215,광진구,10500,자양동,1,대지,595,1,2,20230621,월세,31.61,11000,30,(595-1),1991,연립다세대,23.08~25.08,신규,,0,0,127.0778529,37.53047223
2023,11215,광진구,10500,자양동,1,대지,784,1,19,20230621,전세,59.54,44000,0,대동,1999,아파트,23.08~25.08,신규,,0,,127.0683273,37.5364208
2023,11215,광진구,10200,능동,1,대지,238,17,2,20230621,전세,29.94,24000,0,레나빌9차,2018,연립다세대,23.08~25.08,신규,,0,,127.0827271,37.554911
2023,11215,광진구,10500,자양동,1,대지,553,41,2,20230621,전세,84.72,55000,0,우성5,1990,아파트,23.08~25.08,신규,,0,,127.0677245,37.53765464
2023,11215,광진구,10300,구의동,1,대지,241,58,4,20230621,전세,18.85,16000,0,행복빌리지,2021,연립다세대,23.07~25.07,신규,,0,,127.0872616,37.54082652
2023,11215,광진구,10500,자양동,1,대지,685,7,3,20230621,전세,28.92,23150,0,그랑시아,2017,연립다세대,23.07~25.07,갱신,○,22050,,127.0865169,37.5315605
2023,11215,광진구,10300,구의동,1,대지,254,92,2,20230621,월세,52.2,3000,116,SK빌라,2006,연립다세대,23.07~25.04,갱신,○,3000,110,127.0845944,37.54397337
2023,11215,광진구,10500,자양동,1,대지,227,156,5,20230621,전세,23.14,23800,0,지음스토리,2020,연립다세대,23.07~25.07,신규,,0,,127.076832,37.53787409
2023,11215,광진구,10500,자양동,1,대지,784,1,7,20230621,전세,84.65,52000,0,대동,1999,아파트,23.08~25.08,신규,,0,,127.0683273,37.5364208
2023,11215,광진구,10100,중곡동,1,대지,642,11,2,20230621,전세,41.28,13000,0,(642-11),2002,연립다세대,23.06~25.06,갱신,,12450,,127.0783589,37.55893958
2023,11215,광진구,10100,중곡동,1,대지,89,20,2,20230621,월세,26.7,10000,33,(89-20),2014,연립다세대,23.07~25.07,신규,,0,0,127.0902384,37.55688622
2023,11215,광진구,10100,중곡동,1,대지,73,103,4,20230621,월세,29.28,3000,50,삼성베스트빌22차,2013,연립다세대,23.06~25.06,신규,,0,0,127.095741,37.5606779
2023,11215,광진구,10100,중곡동,1,대지,111,20,5,20230621,전세,17.2,19700,0,에덴빌27차,2021,연립다세대,23.07~25.07,신규,,0,,127.0913206,37.55456244
2023,11215,광진구,10100,중곡동,1,대지,646,13,4,20230621,월세,29.38,10000,63,원가,2017,연립다세대,23.07~25.07,신규,,0,0,127.0794896,37.55971336
2023,11215,광진구,10100,중곡동,1,대지,190,3,3,20230621,월세,20.72,500,53,좋은사람 좋은집,2003,오피스텔,23.07~24.07,신규,,0,0,127.0787784,37.56769817
2023,11215,광진구,10700,화양동,1,대지,18,9,5,20230621,전세,20.42,19000,0,화양 디펠리체,2019,오피스텔,23.07~25.07,신규,,0,,127.0703182,37.54786952
2023,11215,광진구,10100,중곡동,1,대지,196,31,4,20230620,월세,47.95,20000,15,(196-31),2009,연립다세대,23.07~25.07,갱신,,21000,0,127.0843356,37.5701899
2023,11215,광진구,10200,능동,1,대지,163,2,2,20230620,전세,36,14000,0,(163-2),1986,연립다세대,,,,,,127.0814454,37.55359067
2023,11215,광진구,10200,능동,1,대지,163,2,2,20230620,전세,36,14000,0,(163-2),1986,연립다세대,23.07~25.07,신규,,0,,127.0814454,37.55359067
2023,11215,광진구,10100,중곡동,1,대지,170,40,3,20230620,월세,39.26,10000,30,(170-40),2002,연립다세대,23.07~25.07,신규,,0,0,127.0835859,37.56781027
2023,11215,광진구,10100,중곡동,1,대지,296,61,3,20230620,전세,29.95,20948,0,라움,2017,연립다세대,23.07~25.04,갱신,,19950,,127.0879387,37.56859391
2023,11215,광진구,10300,구의동,1,대지,234,10,5,20230620,전세,45.45,25350,0,노블2,2015,연립다세대,23.07~25.07,갱신,,24150,,127.08678,37.5447798
2023,11215,광진구,10500,자양동,1,대지,843,1,2,20230620,전세,29.47,28000,0,스위트자양3차,2023,연립다세대,23.07~25.07,신규,,0,,127.0647043,37.53776087
2023,11215,광진구,10300,구의동,1,대지,631,1,1,20230620,전세,59.82,44000,0,현대프라임,1997,아파트,23.07~25.07,신규,,0,,127.0974224,37.53719625
2023,11215,광진구,10100,중곡동,1,대지,134,42,4,20230620,전세,27.47,29100,0,모두스타빌,2021,연립다세대,23.07~25.07,신규,,0,,127.0834033,37.55713144
2023,11215,광진구,10100,중곡동,1,대지,693,7,2,20230620,월세,48.57,12000,23,(693-7),2005,연립다세대,23.07~25.07,갱신,○,12000,20,127.0816486,37.56810945
